model,Recall@5,Recall@10,Recall@50,NDCG@5,NDCG@10,NDCG@50,MRR@5,MRR@10,MRR@50
ENS_BPR__HFT_m_synth_dense_wBorda_0.9_0.1,0.007811513329489608,0.017044690168300246,0.017044690168300246,0.005710232129388496,0.008553740404957398,0.008510721103361544,0.007316118935837246,0.008843337804605408,0.008843337804605408
ENS_BPR__HFT_meta_human_wBorda_0.9_0.1,0.007811513329489608,0.017005566537627324,0.017005566537627324,0.005710232129388496,0.0085553807777463,0.008512361476150445,0.007316118935837246,0.008856379014829718,0.008856379014829718
ENS_BPR__ConvMF_meta_only_wBorda_0.9_0.1,0.007811513329489608,0.01700556653762732,0.01700556653762732,0.005710232129388496,0.0085553807777463,0.008512361476150445,0.007316118935837246,0.00885637901482972,0.00885637901482972
ENS_BPR__ConvMF_meta_human_wBorda_0.9_0.1,0.007811513329489608,0.01700556653762732,0.01700556653762732,0.005710232129388496,0.0085553807777463,0.008512361476150445,0.007316118935837246,0.00885637901482972,0.00885637901482972
ENS_BPR__HFT_s_synth_dense_wBorda_0.9_0.1,0.007811513329489608,0.01697762108714666,0.01697762108714666,0.005710232129388496,0.00854597392954367,0.008502954627947815,0.007316118935837246,0.008856379014829717,0.008856379014829717
ENS_BPR__HFT_l_synth_dense_wBorda_0.9_0.1,0.007811513329489608,0.01692731927628147,0.01692731927628147,0.005710232129388496,0.008527386733259848,0.008484367431663994,0.007316118935837246,0.00885637901482972,0.00885637901482972
ENS_BPR__HFT_meta_only_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__ConvMF_all_reviews_text_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__HFT_s_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__ConvMF_s_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__HFT_m_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__ConvMF_m_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008438670820648293,0.008395651519052439,0.007316118935837246,0.00872596691258663,0.00872596691258663
ENS_BPR__ConvMF_l_synth_dense_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__HFT_l_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__ConvMF_l_synth_aspect_wBorda_0.9_0.1,0.007811513329489608,0.01680994838426269,0.01680994838426269,0.005710232129388496,0.008452714446641361,0.008409695145045507,0.007316118935837246,0.008739008122810938,0.008739008122810938
ENS_BPR__VAECF_rrf_k10,0.007873630672926447,0.016770824753589764,0.016770824753589764,0.00565415023958962,0.008691080076846365,0.008662400542449128,0.007081377151799687,0.008771145390863702,0.008771145390863702
ENS_BPR__CTR_meta_only_wMean_0.7_0.3,0.009126984126984128,0.016630337581041807,0.016630337581041807,0.005081777958601316,0.007710987439708543,0.007710987439708543,0.0054186228482003135,0.007202474103882554,0.007202474103882554
ENS_BPR__CTR_meta_only_wMean_0.9_0.1,0.009126984126984128,0.016630337581041807,0.016630337581041807,0.005081777958601316,0.007710987439708543,0.007710987439708543,0.0054186228482003135,0.007202474103882554,0.007202474103882554
ENS_BPR__CDL_meta_only_rrf_k10,0.01127366048140696,0.01632090300085111,0.01632090300085111,0.008121047151585067,0.010025560778240303,0.009966358064036025,0.008841940532081377,0.010357515463149265,0.010357515463149265
ENS_BPR__CDL_s_synth_dense_rrf_k10,0.01127366048140696,0.01632090300085111,0.01632090300085111,0.007916942634675876,0.009831965470880298,0.00977276275667602,0.008352895148669796,0.009897812802742382,0.009897812802742382
ENS_BPR__CDL_s_synth_aspect_rrf_k10,0.01127366048140696,0.01632090300085111,0.01632090300085111,0.00797693367193489,0.00987462754068188,0.009817979194797636,0.00854851330203443,0.010034745510097622,0.010034745510097622
ENS_BPR__CDL_l_synth_aspect_rrf_k10,0.01127366048140696,0.01632090300085111,0.01632090300085111,0.00797693367193489,0.009881447298590125,0.009822244584385846,0.00854851330203443,0.010064088233102318,0.010064088233102318
ENS_BPR__CDL_meta_human_rrf_k10,0.011078042328042327,0.01632090300085111,0.01632090300085111,0.007293217322128272,0.009262643027590452,0.009203440313386173,0.00770735524256651,0.009235971383858708,0.009235971383858708
ENS_BPR__CDL_all_reviews_text_rrf_k10,0.010686806021313064,0.01632090300085111,0.01632090300085111,0.007666994560934196,0.009848888857068269,0.009785744072113065,0.00825508607198748,0.010044526417765853,0.010044526417765853
ENS_BPR__CDL_m_synth_aspect_rrf_k10,0.010686806021313064,0.01632090300085111,0.01632090300085111,0.007666994560934196,0.009820019141992134,0.009760816427787856,0.00825508607198748,0.009951374916163647,0.009951374916163647
ENS_BPR__CDL_l_synth_dense_rrf_k10,0.010686806021313064,0.01632090300085111,0.01632090300085111,0.007666994560934196,0.00983836415396745,0.009779161439763172,0.00825508607198748,0.009995621879424698,0.009995621879424698
ENS_BPR__CTR_m_synth_dense_wMean_0.7_0.3,0.007356639839034205,0.016120627272406367,0.016120627272406367,0.004465438718737841,0.007750340142568915,0.007685227323185323,0.004166666666666667,0.006550879350175124,0.006550879350175124
ENS_BPR__CTR_m_synth_dense_wMean_0.9_0.1,0.007356639839034205,0.016120627272406367,0.016120627272406367,0.004465438718737841,0.007750340142568915,0.007685227323185323,0.004166666666666667,0.006550879350175124,0.006550879350175124
ENS_BPR__HFT_all_reviews_text_wBorda_0.7_0.3,0.00751808609944266,0.01604843485866466,0.01604843485866466,0.005588951916497347,0.008271527035455941,0.008234472225971894,0.007120500782472613,0.008623034503316192,0.008623034503316192
ENS_BPR__CDL_m_synth_dense_rrf_k10,0.010686806021313064,0.015929666694121845,0.015929666694121845,0.007666994560934196,0.009673402052234117,0.009614199338029839,0.00825508607198748,0.009979320366644312,0.009979320366644312
ENS_BPR__CDL_meta_only_borda,0.008401162334631571,0.015929666694121845,0.015929666694121845,0.006112073062473001,0.008641075214623465,0.008577267759641172,0.0070618153364632235,0.008904817795662866,0.008904817795662866
ENS_BPR__CDL_meta_only_wBorda_0.5_0.5,0.008401162334631571,0.015929666694121845,0.015929666694121845,0.006112073062473001,0.008641075214623465,0.008577267759641172,0.0070618153364632235,0.008904817795662866,0.008904817795662866
ENS_BPR__CDL_all_reviews_text_wBorda_0.7_0.3,0.008859467722514423,0.015831857617439528,0.015831857617439528,0.0063748440557424265,0.00849023205214607,0.008425208431175014,0.007902973395931143,0.00909251807139131,0.00909251807139131
ENS_BPR__CDL_meta_only_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008436532132367492,0.008399477322883446,0.007902973395931143,0.008996106267233028,0.008996106267233028
ENS_BPR__CDL_meta_human_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008398617416793135,0.00836156260730909,0.007902973395931143,0.008958845666592146,0.008958845666592146
ENS_BPR__CDL_s_synth_dense_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008419589783633047,0.008382534974149002,0.007902973395931143,0.008979804754452642,0.008979804754452642
ENS_BPR__CDL_s_synth_aspect_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008436532132367492,0.008399477322883446,0.007902973395931143,0.008996106267233028,0.008996106267233028
ENS_BPR__CDL_m_synth_dense_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008436532132367492,0.008399477322883446,0.007902973395931143,0.008996106267233028,0.008996106267233028
ENS_BPR__CDL_m_synth_aspect_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.00841555976552758,0.008378504956043534,0.007902973395931143,0.008975147179372532,0.008975147179372532
ENS_BPR__CDL_l_synth_dense_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.00841555976552758,0.008378504956043534,0.007902973395931143,0.008975147179372532,0.008975147179372532
ENS_BPR__CDL_l_synth_aspect_wBorda_0.7_0.3,0.008859467722514423,0.015775966716478206,0.015775966716478206,0.0063748440557424265,0.008419589783633047,0.008382534974149002,0.007902973395931143,0.008979804754452642,0.008979804754452642
ENS_BPR__CDL_m_synth_dense_borda,0.008596780487996204,0.015510484936911918,0.015510484936911918,0.006266069632323167,0.008574192926132027,0.008510385471149733,0.0072965571205007825,0.008842872047097399,0.008842872047097399
ENS_BPR__CDL_m_synth_dense_wBorda_0.5_0.5,0.008596780487996204,0.015510484936911918,0.015510484936911918,0.006266069632323167,0.008574192926132027,0.008510385471149733,0.0072965571205007825,0.008842872047097399,0.008842872047097399
ENS_BPR__CDL_l_synth_aspect_borda,0.008596780487996204,0.015510484936911918,0.015510484936911918,0.006266069632323167,0.008580539214954566,0.008516731759972272,0.0072965571205007825,0.008863831134957895,0.008863831134957895
ENS_BPR__CDL_l_synth_aspect_wBorda_0.5_0.5,0.008596780487996204,0.015510484936911918,0.015510484936911918,0.006266069632323167,0.008580539214954566,0.008516731759972272,0.0072965571205007825,0.008863831134957895,0.008863831134957895
ENS_BPR__CDL_s_synth_aspect_borda,0.008401162334631571,0.015510484936911918,0.015510484936911918,0.006112073062473001,0.008557352788007651,0.008496099701345391,0.0070618153364632235,0.008795364781280275,0.008795364781280275
ENS_BPR__CDL_s_synth_aspect_wBorda_0.5_0.5,0.008401162334631571,0.015510484936911918,0.015510484936911918,0.006112073062473001,0.008557352788007651,0.008496099701345391,0.0070618153364632235,0.008795364781280275,0.008795364781280275
ENS_BPR__CTR_meta_human_wMean_0.7_0.3,0.005058126536999776,0.015476778801463753,0.015476778801463753,0.004027474868709679,0.007884510761540882,0.007760195227953013,0.005301251956181534,0.0076072173783441385,0.0076072173783441385
ENS_BPR__CTR_meta_human_wMean_0.9_0.1,0.005058126536999776,0.015476778801463753,0.015476778801463753,0.004027474868709679,0.007884510761540882,0.007760195227953013,0.005301251956181534,0.0076072173783441385,0.0076072173783441385
ENS_BPR__CDL_all_reviews_text_borda,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.005965155291887216,0.008267087162425484,0.008199337636692264,0.006474960876369327,0.008165194872941352,0.008165194872941352
ENS_BPR__CDL_all_reviews_text_wBorda_0.5_0.5,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.005965155291887216,0.008267087162425484,0.008199337636692264,0.006474960876369327,0.008165194872941352,0.008165194872941352
ENS_BPR__CDL_meta_human_borda,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.005965155291887216,0.008308520800892089,0.008244713345909796,0.006474960876369327,0.008166592145465385,0.008166592145465385
ENS_BPR__CDL_meta_human_wBorda_0.5_0.5,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.005965155291887216,0.008308520800892089,0.008244713345909796,0.006474960876369327,0.008166592145465385,0.008166592145465385
ENS_BPR__CDL_s_synth_dense_borda,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008470049125608293,0.008406241670626001,0.0070618153364632235,0.008803748416424473,0.008803748416424473
ENS_BPR__CDL_s_synth_dense_wBorda_0.5_0.5,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008470049125608293,0.008406241670626001,0.0070618153364632235,0.008803748416424473,0.008803748416424473
ENS_BPR__CDL_m_synth_aspect_borda,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008418954721446164,0.008355147266463872,0.0070618153364632235,0.008774405693419777,0.008774405693419777
ENS_BPR__CDL_m_synth_aspect_wBorda_0.5_0.5,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008418954721446164,0.008355147266463872,0.0070618153364632235,0.008774405693419777,0.008774405693419777
ENS_BPR__CDL_l_synth_dense_borda,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008418090784040868,0.008354283329058576,0.0070618153364632235,0.008753446605559281,0.008753446605559281
ENS_BPR__CDL_l_synth_dense_wBorda_0.5_0.5,0.008401162334631571,0.015342812234027949,0.015342812234027949,0.006112073062473001,0.008418090784040868,0.008354283329058576,0.0070618153364632235,0.008753446605559281,0.008753446605559281
ENS_BPR__VAECF_rrf_k30,0.008900625978090767,0.015336971322886814,0.015336971322886814,0.006024833276811223,0.008393852779614958,0.008389533588796096,0.007218309859154929,0.008653774498844921,0.008653774498844921
ENS_MF__BPR_wBorda_0.3_0.7,0.007490140648961999,0.015217057706864972,0.015217057706864972,0.005456150047054321,0.007754818004353587,0.00771776319486954,0.006964006259780908,0.008150290632685,0.008150290632685
ENS_BPR__HFT_all_reviews_text_rrf_k120,0.007717136150234741,0.015168153168523813,0.015168153168523813,0.005818977635284343,0.008744457710949208,0.008715778176551973,0.007042253521126761,0.009342629853193235,0.009342629853193235
ENS_BPR__HFT_all_reviews_text_rrf_k60,0.007717136150234741,0.015168153168523813,0.015168153168523813,0.005818977635284343,0.008744457710949208,0.008715778176551973,0.007042253521126761,0.009342629853193235,0.009342629853193235
ENS_BPR__HFT_all_reviews_text_rrf_k90,0.007717136150234741,0.015168153168523813,0.015168153168523813,0.005818977635284343,0.008744457710949208,0.008715778176551973,0.007042253521126761,0.009342629853193235,0.009342629853193235
ENS_BPR__CTR_all_reviews_text_wMean_0.7_0.3,0.01108117337731867,0.014934850998601923,0.014934850998601923,0.007448142690062452,0.008517403728972493,0.008360891448309716,0.008118153364632237,0.008977010209404576,0.008977010209404576
ENS_BPR__CTR_all_reviews_text_wMean_0.9_0.1,0.01108117337731867,0.014934850998601923,0.014934850998601923,0.007448142690062452,0.008517403728972493,0.008360891448309716,0.008118153364632237,0.008977010209404576,0.008977010209404576
ENS_BPR__HFT_all_reviews_text_rrf_k10,0.007994261867501304,0.014679107785112234,0.014679107785112234,0.0060239460095017055,0.008294114430926675,0.008263466862101053,0.00764866979655712,0.009213149265966168,0.009213149265966168
ENS_BPR__HFT_all_reviews_text_borda,0.00782129423715784,0.014679107785112234,0.014679107785112234,0.0057534285120391035,0.008008820899937949,0.007975536624762697,0.007003129890453834,0.008596952082867575,0.008596952082867575
ENS_BPR__HFT_all_reviews_text_wBorda_0.5_0.5,0.00782129423715784,0.014679107785112234,0.014679107785112234,0.0057534285120391035,0.008008820899937949,0.007975536624762697,0.007003129890453834,0.008596952082867575,0.008596952082867575
ENS_BPR__VAECF_rrf_k120,0.007726917057902973,0.014293674504942108,0.014293674504942108,0.005570780686160352,0.008095461959939848,0.008090748301011357,0.006983568075117371,0.008781392056039942,0.008781392056039942
ENS_BPR__CDL_l_synth_aspect_wBorda_0.3_0.7,0.00679773082942097,0.014255734210330207,0.014255734210330207,0.006193287514157924,0.008680480072006117,0.008587655754284903,0.00764866979655712,0.009097641403979433,0.009097641403979433
ENS_BPR__HFT_m_synth_dense_wBorda_0.7_0.3,0.005405410043104632,0.01424735057518601,0.01424735057518601,0.004614280675460737,0.007409887751662415,0.0073728329421783685,0.006729264475743349,0.008274182129815932,0.008274182129815932
ENS_BPR__HFT_meta_human_wBorda_0.7_0.3,0.005366286412431706,0.014043348786677179,0.014043348786677179,0.004614280675460737,0.007212983580507647,0.007175928771023601,0.006729264475743349,0.007931850361427826,0.007931850361427826
ENS_MF__BPR_rrf_k120,0.005253744690364409,0.014040260078992473,0.014040260078992473,0.0042167370996152595,0.007384576583273602,0.007384576583273602,0.005614241001564945,0.007677081004545794,0.007677081004545794
ENS_MF__BPR_rrf_k60,0.005253744690364409,0.014040260078992473,0.014040260078992473,0.0042167370996152595,0.007384576583273602,0.007384576583273602,0.005614241001564945,0.007677081004545794,0.007677081004545794
ENS_MF__BPR_rrf_k90,0.005253744690364409,0.014040260078992473,0.014040260078992473,0.0042167370996152595,0.007384576583273602,0.007384576583273602,0.005614241001564945,0.007677081004545794,0.007677081004545794
ENS_BPR__CTR_all_reviews_text_mean,0.004136728932874226,0.014015445677788153,0.014015445677788153,0.0034289536557857224,0.006470350933435611,0.006328463262204123,0.004244913928012519,0.005978929130337581,0.005978929130337581
ENS_BPR__CTR_all_reviews_text_wMean_0.5_0.5,0.004136728932874226,0.014015445677788153,0.014015445677788153,0.0034289536557857224,0.006470350933435611,0.006328463262204123,0.004244913928012519,0.005978929130337581,0.005978929130337581
ENS_BPR__VAECF_rrf_k60,0.007726917057902973,0.01400024727489516,0.01400024727489516,0.005570780686160352,0.007956498875755778,0.007951785216827286,0.006983568075117371,0.008643993591176688,0.008643993591176688
ENS_BPR__VAECF_rrf_k90,0.007726917057902973,0.01400024727489516,0.01400024727489516,0.005570780686160352,0.007956498875755778,0.007951785216827286,0.006983568075117371,0.008643993591176688,0.008643993591176688
ENS_BPR__HFT_all_reviews_text_rrf_k30,0.008434402712571728,0.013994444248336018,0.013994444248336018,0.0061078653915420285,0.008213372949814004,0.008184693415416767,0.007472613458528951,0.009186135330501529,0.009186135330501529
ENS_BPR__CDL_meta_only_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006561889456211498,0.00844422518294859,0.008390227933365205,0.007296557120500782,0.008723638125046576,0.008723638125046576
ENS_BPR__CDL_all_reviews_text_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006253497618718683,0.008128332490952695,0.008071209693466497,0.006572769953051643,0.008032453983158208,0.008032453983158208
ENS_BPR__CDL_meta_human_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006202061291443036,0.00808439701818013,0.008030399768596744,0.0065140845070422535,0.007941165511588046,0.007941165511588046
ENS_BPR__CDL_s_synth_dense_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006315958560182158,0.008177321920079337,0.008123324670495953,0.0066705790297339595,0.008076700946419256,0.008076700946419256
ENS_BPR__CDL_l_synth_dense_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006202061291443036,0.00808439701818013,0.008030399768596744,0.0065140845070422535,0.007941165511588046,0.007941165511588046
ENS_BPR__CDL_l_synth_aspect_rrf_k30,0.008758569938147403,0.013934361529802597,0.013934361529802597,0.006347722044601094,0.008230057771338183,0.0081760605217548,0.006768388106416275,0.008195469110962068,0.008195469110962068
ENS_BPR__CDL_m_synth_dense_rrf_k30,0.0075848610179596095,0.013934361529802597,0.013934361529802597,0.005799445028067813,0.008107243980336862,0.008053246730753479,0.006338028169014085,0.007988672777405172,0.007988672777405172
ENS_BPR__CDL_m_synth_aspect_rrf_k30,0.0075848610179596095,0.013934361529802597,0.013934361529802597,0.005799445028067813,0.00805717149031164,0.008003174240728255,0.006338028169014085,0.007928124301363738,0.007928124301363738
ENS_BPR__CDL_s_synth_aspect_rrf_k30,0.008758569938147403,0.013878470628841275,0.013878470628841275,0.006347722044601094,0.008143828699635392,0.008118957965747147,0.006768388106416275,0.008088344884119532,0.008088344884119532
CDL_s_synth_aspect,0.006525262687234518,0.013860943438408229,0.049631242621420525,0.005726781586175779,0.008068811015453,0.01685033183209932,0.006729264475743348,0.0077902600789924725,0.010214224289176796
ENS_BPR__CTR_s_synth_aspect_mean,0.0059862096555943845,0.013782990339699012,0.013782990339699012,0.0043452660933423655,0.00680621921511683,0.006666443722727114,0.004890453834115806,0.006197835159102765,0.006197835159102765
ENS_BPR__CTR_s_synth_aspect_wMean_0.5_0.5,0.0059862096555943845,0.013782990339699012,0.013782990339699012,0.0043452660933423655,0.00680621921511683,0.006666443722727114,0.004890453834115806,0.006197835159102765,0.006197835159102765
CDL_meta_only,0.0051838810641627545,0.013693270735524258,0.05182216593910441,0.005136177580992071,0.00794784909227586,0.017190375765331965,0.00655320813771518,0.007850808555033907,0.010273429621133263
ENS_BPR__ConvMF_meta_human_wBorda_0.7_0.3,0.005366286412431705,0.013484439777063944,0.013484439777063944,0.004614280675460737,0.007014013301239379,0.006976958491755332,0.006729264475743349,0.007890863700722856,0.007890863700722856
ENS_BPR__CDL_s_synth_dense_wBorda_0.3_0.7,0.00679773082942097,0.013249697993026383,0.013249697993026383,0.006193287514157924,0.008414845320172695,0.008320991535993992,0.00764866979655712,0.008977010209404576,0.008977010209404576
ENS_BPR__CDL_s_synth_aspect_wBorda_0.3_0.7,0.006741839928459646,0.013249697993026383,0.013249697993026383,0.006039290944307757,0.008423727129316041,0.00833505168556531,0.007413928012519562,0.008926242641031373,0.008926242641031373
ENS_BPR__CTR_meta_only_mean,0.0032193158953722333,0.013234965347641403,0.013234965347641403,0.0022345374691657973,0.005528949530550778,0.005528949530550778,0.0029147104851330206,0.004670150532826589,0.004670150532826589
ENS_BPR__CTR_meta_only_wMean_0.5_0.5,0.0032193158953722333,0.013234965347641403,0.013234965347641403,0.0022345374691657973,0.005528949530550778,0.005528949530550778,0.0029147104851330206,0.004670150532826589,0.004670150532826589
ENS_BPR__HFT_m_synth_aspect_wBorda_0.7_0.3,0.005170668259067073,0.013191012547016994,0.013191012547016994,0.004415242996309554,0.006917463996551054,0.006880409187067007,0.006338028169014085,0.007605820105820106,0.007605820105820106
ENS_BPR__HFT_all_reviews_text_wBorda_0.3_0.7,0.007307735300693047,0.013172848004204563,0.013172848004204563,0.00543335815621572,0.007452188259332245,0.007426288058986511,0.006044600938967136,0.007421845890155749,0.007421845890155749
ENS_BPR__CDL_meta_only_wMean_0.7_0.3,0.006026436396154706,0.013084182482811096,0.013084182482811096,0.004853976486750159,0.007572185879995582,0.0075166675772817175,0.006592331768388106,0.008641199046128624,0.008641199046128624
ENS_BPR__CDL_meta_only_wMean_0.9_0.1,0.006026436396154706,0.013084182482811096,0.013084182482811096,0.004853976486750159,0.007572185879995582,0.0075166675772817175,0.006592331768388106,0.008641199046128624,0.008641199046128624
ENS_BPR__CDL_meta_only_wBorda_0.3_0.7,0.00679773082942097,0.013082025290142414,0.013082025290142414,0.006039614094473115,0.008152943230234919,0.008060118912513707,0.007453051643192488,0.008765090543259557,0.008765090543259557
ENS_BPR__VAECF_wMean_0.1_0.9,0.00363849765258216,0.013067292644757433,0.013067292644757433,0.0020984758575734075,0.005416507152019152,0.005416507152019152,0.001936619718309859,0.003879294284223862,0.003879294284223862
ENS_BPR__VAECF_wMean_0.3_0.7,0.00363849765258216,0.013067292644757433,0.013067292644757433,0.0020984758575734075,0.005416507152019152,0.005416507152019152,0.001936619718309859,0.003879294284223862,0.003879294284223862
ENS_BPR__CDL_all_reviews_text_wMean_0.7_0.3,0.007653155776765858,0.013014318856609442,0.013014318856609442,0.006476890053122071,0.008511431577654521,0.00842846772854791,0.008411580594679186,0.009979320366644309,0.009979320366644309
ENS_BPR__CDL_all_reviews_text_wMean_0.9_0.1,0.007653155776765858,0.013014318856609442,0.013014318856609442,0.006476890053122071,0.008511431577654521,0.00842846772854791,0.008411580594679186,0.009979320366644309,0.009979320366644309
ENS_BPR__CDL_m_synth_dense_wMean_0.7_0.3,0.008659191994069683,0.01290067402465475,0.01290067402465475,0.005185724509136653,0.006769110103438671,0.006689955054841049,0.005555555555555556,0.006732059020791415,0.006732059020791415
ENS_BPR__CDL_m_synth_dense_wMean_0.9_0.1,0.008659191994069683,0.01290067402465475,0.01290067402465475,0.005185724509136653,0.006769110103438671,0.006689955054841049,0.005555555555555556,0.006732059020791415,0.006732059020791415
ENS_BPR__HFT_s_synth_aspect_wBorda_0.7_0.3,0.005170668259067073,0.012897585316970047,0.012897585316970047,0.004415242996309554,0.006785016647549958,0.00674796183806591,0.006338028169014085,0.007488449213801326,0.007488449213801326
ENS_BPR__CDL_all_reviews_text_rrf_k120,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007834234387924079,0.007778840474228792,0.006474960876369326,0.007962590356956553,0.007962590356956553
ENS_BPR__CDL_all_reviews_text_rrf_k60,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007834234387924079,0.007778840474228792,0.006474960876369326,0.007962590356956553,0.007962590356956553
ENS_BPR__CDL_all_reviews_text_rrf_k90,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007834234387924079,0.007778840474228792,0.006474960876369326,0.007962590356956553,0.007962590356956553
ENS_BPR__CDL_meta_human_rrf_k120,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007770851507122804,0.007718011961747552,0.006416275430359937,0.007858260675162083,0.007858260675162083
ENS_BPR__CDL_meta_human_rrf_k60,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007770851507122804,0.007718011961747552,0.006416275430359937,0.007858260675162083,0.007858260675162083
ENS_BPR__CDL_meta_human_rrf_k90,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007770851507122804,0.007718011961747552,0.006416275430359937,0.007858260675162083,0.007858260675162083
ENS_BPR__CDL_l_synth_dense_rrf_k120,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007750017066110391,0.0076971775207351385,0.006416275430359937,0.007817274014457113,0.007817274014457113
ENS_BPR__CDL_l_synth_dense_rrf_k60,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007750017066110391,0.0076971775207351385,0.006416275430359937,0.007817274014457113,0.007817274014457113
ENS_BPR__CDL_l_synth_dense_rrf_k90,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006124843992157949,0.007750017066110391,0.0076971775207351385,0.006416275430359937,0.007817274014457113,0.007817274014457113
ENS_BPR__CDL_l_synth_aspect_rrf_k120,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007815497019379105,0.007762657474003854,0.006474960876369326,0.007889000670690812,0.007889000670690812
ENS_BPR__CDL_l_synth_aspect_rrf_k60,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007815497019379105,0.007762657474003854,0.006474960876369326,0.007889000670690812,0.007889000670690812
ENS_BPR__CDL_l_synth_aspect_rrf_k90,0.008611856323123928,0.012760652609614804,0.012760652609614804,0.006176280319433597,0.007815497019379105,0.007762657474003854,0.006474960876369326,0.007889000670690812,0.007889000670690812
ENS_BPR__CDL_m_synth_aspect_rrf_k120,0.007438147402936135,0.012760652609614804,0.012760652609614804,0.005722227728782726,0.007757807531074881,0.007704967985699629,0.006240219092331768,0.00783823310231761,0.00783823310231761
ENS_BPR__CDL_m_synth_aspect_rrf_k60,0.007438147402936135,0.012760652609614804,0.012760652609614804,0.005722227728782726,0.007757807531074881,0.007704967985699629,0.006240219092331768,0.00783823310231761,0.00783823310231761
ENS_BPR__CDL_m_synth_aspect_rrf_k90,0.007438147402936135,0.012760652609614804,0.012760652609614804,0.005722227728782726,0.007757807531074881,0.007704967985699629,0.006240219092331768,0.00783823310231761,0.00783823310231761
