itemId,col,perplexity,toxicity,sentiment
729,s_synth_dense,41.20806121826172,0.0005781317,0.9607
729,s_synth_aspect,28.73760414123535,0.0007910787,0.9337
729,s_combo_dense,45.75590515136719,0.00069209764,0.9989
729,s_combo_aspect,36.21255874633789,0.00076060795,0.9988
729,m_synth_dense,29.805641174316406,0.0005719698,0.9934
729,m_synth_aspect,47.04813766479492,0.0007168951,0.6124
729,m_combo_dense,38.621028900146484,0.00067497743,0.9993
729,m_combo_aspect,43.020164489746094,0.0007223416,0.9986
729,l_synth_dense,26.930368423461914,0.00056264154,0.9956
729,l_synth_aspect,27.61107635498047,0.0007718719,0.9042
729,l_combo_dense,35.564449310302734,0.00070957333,0.9994
729,l_combo_aspect,35.763519287109375,0.00075772573,0.9988
678,s_synth_dense,30.91616439819336,0.0005495381,0.9153
678,s_synth_aspect,79.81056213378906,0.0010554956,0.1531
678,s_combo_dense,32.753509521484375,0.0012751769,0.995
678,s_combo_aspect,33.33932113647461,0.0012751769,0.992
678,m_synth_dense,23.595151901245117,0.0007513568,0.9501
678,m_synth_aspect,67.19527435302734,0.00073765387,0.1531
678,m_combo_dense,32.338417053222656,0.0012751769,0.9957
678,m_combo_aspect,33.37723922729492,0.0012751769,0.992
678,l_synth_dense,20.567127227783203,0.00060861313,0.9779
678,l_synth_aspect,79.81056213378906,0.0010554956,0.1531
678,l_combo_dense,30.74065399169922,0.0012751769,0.9968
678,l_combo_aspect,33.33932113647461,0.0012751769,0.992
45,s_synth_dense,47.23173522949219,0.0005656112,0.9686
45,s_synth_aspect,92.03905487060547,0.0006184499,0.8176
45,s_combo_dense,30.12278938293457,0.00082246313,0.9967
45,s_combo_aspect,31.168354034423828,0.00079906307,0.9949
45,m_synth_dense,30.41543197631836,0.0005219275,0.9753
45,m_synth_aspect,45.32059097290039,0.0006615127,-0.0516
45,m_combo_dense,26.118261337280273,0.00076078734,0.997
45,m_combo_aspect,27.7633056640625,0.00081613753,0.9929
45,l_synth_dense,39.83451843261719,0.00053395156,0.9846
45,l_synth_aspect,42.13155746459961,0.000638505,-0.0516
45,l_combo_dense,25.514450073242188,0.0007809299,0.9975
45,l_combo_aspect,27.568544387817383,0.00079527433,0.9929
392,s_synth_dense,47.09740447998047,0.00063502387,0.9665
392,s_synth_aspect,21.363122940063477,0.00066658127,0.4404
392,s_combo_dense,34.9935302734375,0.0007112626,0.9989
392,s_combo_aspect,33.02241897583008,0.00068144413,0.9981
392,m_synth_dense,21.553998947143555,0.0005725769,0.9852
392,m_synth_aspect,92.16307830810547,0.00063117454,0.4404
392,m_combo_dense,30.876792907714844,0.0006611509,0.9991
392,m_combo_aspect,38.17388153076172,0.0006763145,0.9981
392,l_synth_dense,24.91620635986328,0.0006987123,0.9894
392,l_synth_aspect,68.10640716552734,0.00076922367,0.5574
392,l_combo_dense,31.838886260986328,0.0007207765,0.9992
392,l_combo_aspect,36.9415397644043,0.000678668,0.9982
239,s_synth_dense,35.309295654296875,0.0006024236,0.9785
239,s_synth_aspect,69.6119384765625,0.00064327015,0.8442
239,s_combo_dense,23.599056243896484,0.00085230224,0.9994
239,s_combo_aspect,23.54021453857422,0.0008762108,0.9993
239,m_synth_dense,26.354463577270508,0.0006120959,0.9943
239,m_synth_aspect,69.35877227783203,0.00064944377,0.8442
239,m_combo_dense,23.169485092163086,0.0007927476,0.9996
239,m_combo_aspect,24.618961334228516,0.0008800208,0.9993
239,l_synth_dense,20.866531372070312,0.000541813,0.9965
239,l_synth_aspect,63.95097732543945,0.0006475408,0.8442
239,l_combo_dense,22.163084030151367,0.000693133,0.9996
239,l_combo_aspect,24.05520248413086,0.0008842575,0.9993
13,s_synth_dense,41.7584228515625,0.0005994056,0.9325
