itemId,col,perplexity,toxicity,sentiment
1219,s_synth_dense,41.12038040161133,0.0008288607,0.5719
1219,s_synth_aspect,91.01475524902344,0.05293929,-0.128
1219,s_combo_dense,40.6514892578125,0.0038151536,0.9976
1219,s_combo_aspect,44.03823471069336,0.0038151536,0.9973
1219,m_synth_dense,31.458717346191406,0.0057408954,0.6467
1219,m_synth_aspect,70.78447723388672,0.0130393095,-0.296
1219,m_combo_dense,37.541099548339844,0.0038151536,0.9976
1219,m_combo_aspect,43.38038635253906,0.0038151536,0.9972
1219,l_synth_dense,29.904294967651367,0.00082304014,0.9349
1219,l_synth_aspect,86.43218231201172,0.0049345447,0.0258
1219,l_combo_dense,36.626564025878906,0.0038151536,0.9981
1219,l_combo_aspect,43.713138580322266,0.0038151536,0.9974
22112,s_synth_dense,77.19752502441406,0.00068163837,0.6369
22112,s_synth_aspect,51.73247146606445,0.00073261466,0.872
22112,s_combo_dense,49.03688049316406,0.0037907318,0.9609
22112,s_combo_aspect,48.23571014404297,0.0060275714,0.9798
22112,m_synth_dense,36.975921630859375,0.000711371,0.9738
22112,m_synth_aspect,42.354248046875,0.000740992,0.7783
22112,m_combo_dense,45.2841911315918,0.0026912545,0.9934
22112,m_combo_aspect,47.14186096191406,0.0061455085,0.9714
22112,l_synth_dense,44.7541618347168,0.0006480301,0.9612
22112,l_synth_aspect,45.38102340698242,0.0006325329,0.8658
22112,l_combo_dense,47.162567138671875,0.0030706192,0.9906
22112,l_combo_aspect,47.38165283203125,0.0059000533,0.9792
140,s_synth_dense,46.1461181640625,0.001126619,0.9382
140,s_synth_aspect,59.47650146484375,0.00088828977,0.802
140,s_combo_dense,42.362205505371094,0.0011175254,0.9997
140,s_combo_aspect,42.362205505371094,0.0011175254,0.9997
140,m_synth_dense,43.491764068603516,0.0013826927,0.9643
140,m_synth_aspect,56.13141632080078,0.00089287164,0.802
140,m_combo_dense,42.362205505371094,0.0011175254,0.9997
140,m_combo_aspect,42.362205505371094,0.0011175254,0.9997
140,l_synth_dense,46.825042724609375,0.0015694018,0.9825
140,l_synth_aspect,66.15338897705078,0.0008158312,0.802
140,l_combo_dense,42.362205505371094,0.0011175254,0.9998
140,l_combo_aspect,42.362205505371094,0.0011175254,0.9997
1814,s_synth_dense,59.52118682861328,0.00059544394,0.5719
1814,s_synth_aspect,50.83753204345703,0.0006452854,-0.4767
1814,s_combo_dense,45.613155364990234,0.004575202,0.9998
1814,s_combo_aspect,45.613155364990234,0.004575202,0.9998
1814,m_synth_dense,75.54802703857422,0.0015586636,0.7298
1814,m_synth_aspect,60.61993408203125,0.0006659542,-0.5994
1814,m_combo_dense,45.613155364990234,0.004575202,0.9998
1814,m_combo_aspect,45.613155364990234,0.004575202,0.9998
1814,l_synth_dense,46.96778869628906,0.00074963755,0.9446
1814,l_synth_aspect,60.27741622924805,0.0006362961,0.3612
1814,l_combo_dense,45.613155364990234,0.004575202,0.9998
1814,l_combo_aspect,45.613155364990234,0.004575202,0.9998
256,s_synth_dense,54.53171157836914,0.0014455436,0.886
256,s_synth_aspect,110.09220886230469,0.0049427766,0.4939
256,s_combo_dense,35.15296936035156,0.002323724,0.9995
