itemId,col,perplexity,toxicity,sentiment
77,s_synth_dense,112.17646789550781,0.0010648571,0.0516
77,s_synth_aspect,80.4115982055664,0.0011026012,0.0772
77,s_combo_dense,41.695350646972656,0.008254772,0.998
77,s_combo_aspect,41.695350646972656,0.008254772,0.998
77,m_synth_dense,73.93014526367188,0.0022620792,0.3182
77,m_synth_aspect,80.4115982055664,0.0011026012,0.0772
77,m_combo_dense,41.695350646972656,0.008254772,0.9981
77,m_combo_aspect,41.695350646972656,0.008254772,0.998
77,l_synth_dense,79.22455596923828,0.0019023583,0.3182
77,l_synth_aspect,80.4115982055664,0.0011026012,0.0772
77,l_combo_dense,41.695350646972656,0.008254772,0.9981
77,l_combo_aspect,41.695350646972656,0.008254772,0.998
483,s_synth_dense,236.57904052734375,0.000721778,0.5574
483,s_synth_aspect,154.41079711914062,0.00073870376,0.5574
483,s_combo_dense,47.16471481323242,0.0010211583,0.9996
483,s_combo_aspect,47.16471481323242,0.0010211583,0.9996
483,m_synth_dense,230.04421997070312,0.0007563543,0.5574
483,m_synth_aspect,154.41079711914062,0.00073870376,0.5574
483,m_combo_dense,47.16471481323242,0.0010211583,0.9996
483,m_combo_aspect,47.16471481323242,0.0010211583,0.9996
483,l_synth_dense,230.04421997070312,0.0007563543,0.5574
483,l_synth_aspect,154.41079711914062,0.00073870376,0.5574
483,l_combo_dense,47.16471481323242,0.0010211583,0.9996
483,l_combo_aspect,47.16471481323242,0.0010211583,0.9996
40,s_synth_dense,225.04208374023438,0.00070241134,0.0
40,s_synth_aspect,150.53927612304688,0.00070005597,0.5574
40,s_combo_dense,30.677227020263672,0.005975935,0.9963
40,s_combo_aspect,26.255342483520508,0.005975935,0.9969
40,m_synth_dense,54.910831451416016,0.00061315123,0.7783
40,m_synth_aspect,150.53927612304688,0.00070005597,0.5574
40,m_combo_dense,23.775691986083984,0.005975935,0.9973
40,m_combo_aspect,26.255342483520508,0.005975935,0.9969
40,l_synth_dense,46.3114128112793,0.0006430544,0.9485
40,l_synth_aspect,150.53927612304688,0.00070005597,0.5574
40,l_combo_dense,20.658275604248047,0.005975935,0.9981
40,l_combo_aspect,26.255342483520508,0.005975935,0.9969
471,s_synth_dense,655.8414306640625,0.005786558,0.6486
471,s_synth_aspect,166.2212677001953,0.0065834783,0.6486
471,s_combo_dense,47.107513427734375,0.0041689,0.9974
471,s_combo_aspect,47.107513427734375,0.0041689,0.9974
471,m_synth_dense,655.8414306640625,0.005786558,0.6486
471,m_synth_aspect,166.2212677001953,0.0065834783,0.6486
471,m_combo_dense,47.107513427734375,0.0041689,0.9974
471,m_combo_aspect,47.107513427734375,0.0041689,0.9974
471,l_synth_dense,655.8414306640625,0.005786558,0.6486
471,l_synth_aspect,166.2212677001953,0.0065834783,0.6486
471,l_combo_dense,47.107513427734375,0.0041689,0.9974
471,l_combo_aspect,47.107513427734375,0.0041689,0.9974
573,s_synth_dense,719.8187866210938,0.0009973039,0.802
573,s_synth_aspect,368.70452880859375,0.0009720076,0.802
573,s_combo_dense,38.48344802856445,0.0016404298,0.9998
573,s_combo_aspect,38.48344802856445,0.0016404298,0.9998
573,m_synth_dense,719.8187866210938,0.0009973039,0.802
573,m_synth_aspect,368.70452880859375,0.0009720076,0.802
573,m_combo_dense,38.48344802856445,0.0016404298,0.9998
573,m_combo_aspect,38.48344802856445,0.0016404298,0.9998
573,l_synth_dense,719.8187866210938,0.0009973039,0.802
573,l_synth_aspect,368.70452880859375,0.0009720076,0.802
573,l_combo_dense,38.48344802856445,0.0016404298,0.9998
573,l_combo_aspect,38.48344802856445,0.0016404298,0.9998
625,s_synth_dense,578.0758056640625,0.061125297,0.5859
